brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,Car_Age,Price_per_KM,Milage_per_Year,Price_per_Year,Is_Automatic
Land,Rover Range Rover Sport SVR Carbon Edition,2022,9000,Gasoline,575.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Gray,None reported,Yes,115000.0,4,12.776358182424175,1800.0,23000.0,0
Dodge,Viper SRT-10,2003,10800,Gasoline,500.0HP 8.3L 10 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,65499.0,23,6.0641607258587165,450.0,2729.125,0
RAM,1500 Laramie,2020,10458,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Delmonico Red Pearlcoat,Black,None reported,Yes,48815.0,6,4.6672722057558085,1494.0,6973.571428571428,0
BMW,328 i,2014,84709,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Gray,None reported,Yes,13800.0,12,0.16290874749144138,6516.076923076923,1061.5384615384614,0
Mercedes-Benz,AMG C 43 AMG C 43 4MATIC,2019,33500,Gasoline,385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Red,Black,None reported,Yes,45770.0,7,1.3662278737948121,4187.5,5721.25,0
BMW,M4 Base,2015,98000,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Orange,None reported,Yes,32999.0,11,0.3367210538667973,8166.666666666667,2749.9166666666665,0
BMW,750 i,2008,94653,Gasoline,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Green,At least 1 accident or damage reported,Yes,7300.0,18,0.0771229953303611,4981.736842105263,384.2105263157895,0
Ford,Expedition Limited,2023,9281,Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,85000.0,3,9.157509157509157,2320.25,21250.0,0
Chevrolet,Traverse Premier,2023,11806,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,47000.0,3,3.980689421529601,2951.5,11750.0,0
Cadillac,Escalade Platinum,2020,48613,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,61500.0,6,1.2650676759781132,6944.714285714285,8785.714285714286,0
RAM,3500 Tradesman,2023,2990,Diesel,400.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,69900.0,3,23.37011033099298,747.5,17475.0,0
Audi,TT 1.8L,2005,124747,Gasoline,180.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,6900.0,21,0.05531150800012826,5670.318181818182,313.6363636363636,0
RAM,1500 Big Horn,2021,24000,Hybrid,395.0HP 5.7L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Silver,Black,None reported,Yes,42000.0,5,1.7499270863714012,4000.0,7000.0,0
Mazda,CX-7 Sport,2009,113000,Gasoline,244.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,5499.0,17,0.04866328616560915,6277.777777777777,305.5,0
INFINITI,QX60 Base,2017,89106,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,18000.0,9,0.20200433187067235,8910.6,1800.0,0
Ford,F-250 Platinum,2017,22000,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Beige,Black,At least 1 accident or damage reported,Yes,53000.0,9,2.408981409935912,2200.0,5300.0,0
Jeep,Compass Limited,2022,20472,Gasoline,2.4L I4 16V MPFI SOHC,9-Speed Automatic,Red,Black,None reported,Yes,28298.0,4,1.3822107165535096,4094.4,5659.6,0
INFINITI,QX80 SENSORY,2023,8600,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Brown,None reported,Yes,78990.0,3,9.18381583536798,2150.0,19747.5,0
Chevrolet,Silverado 1500 Limited LT Trail Boss,2022,4753,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,57000.0,4,11.989903239377366,950.6,11400.0,0
Hyundai,Genesis Coupe 2.0T,2010,65000,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,8900.0,16,0.1369209704466085,3823.529411764706,523.5294117647059,0
Chevrolet,Camaro 1SS,2021,15000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Gray,None reported,Yes,43500.0,5,2.8998066795546964,2500.0,7250.0,0
Audi,A6 3.0 TDI Premium Plus,2014,42400,Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,8-Speed A/T,Silver,Black,None reported,Yes,26500.0,12,0.6249852597816089,3261.5384615384614,2038.4615384615386,0
Land,Rover Defender S,2023,15840,Gasoline,296.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,69900.0,3,4.412600214632914,3960.0,17475.0,0
Porsche,Cayenne S,2016,76200,Gasoline,420.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,42000.0,10,0.5511738691093293,6927.272727272727,3818.181818181818,0
Chevrolet,Suburban Premier,2019,105667,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,None reported,Yes,39000.0,7,0.36908051633417877,13208.375,4875.0,0
Chevrolet,Suburban Premier,2019,51338,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,49900.0,7,0.9719706266191395,6417.25,6237.5,0
Dodge,Dart SE,2016,76857,Gasoline,160.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,Black,Black,At least 1 accident or damage reported,Yes,8100.0,10,0.10538915922870748,6987.0,736.3636363636364,0
Ford,F-250 Lariat,2019,80200,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Black,None reported,Yes,42500.0,7,0.5299185795688333,10025.0,5312.5,0
Toyota,Sequoia SR5,2002,244200,Gasoline,240.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,–,At least 1 accident or damage reported,Yes,3950.0,24,0.016175199937756193,9768.0,158.0,0
Ford,Mustang GT,2014,38560,Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,28500.0,12,0.7390887165789269,2966.153846153846,2192.3076923076924,0
Chevrolet,Corvette Stingray w/2LT,2020,12500,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Yellow,Black,None reported,Yes,84999.0,6,6.799376049916007,1785.7142857142858,12142.714285714286,0
Hyundai,Genesis Coupe 3.8 Base,2016,45303,Gasoline,348.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,20999.0,10,0.463513155571252,4118.454545454545,1909.0,0
Ford,Focus ST Base,2014,110000,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Gray,None reported,Yes,9495.0,12,0.08631739711457169,8461.538461538461,730.3846153846154,0
Cadillac,CTS Luxury,2011,66200,Gasoline,270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,16499.0,15,0.24922584250993188,4137.5,1031.1875,0
Subaru,Baja Base,2003,71000,Gasoline,165.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Black,None reported,Yes,14900.0,23,0.20985619920846185,2958.3333333333335,620.8333333333334,0
Toyota,Highlander XLE,2019,81301,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Black,Black,None reported,Yes,30275.0,7,0.3723770632948759,10162.625,3784.375,0
Chevrolet,Corvette Stingray Z51,2019,7033,Gasoline,460.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,63900.0,7,9.08444697185101,879.125,7987.5,0
Dodge,Durango SRT,2020,36000,Gasoline,475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Red,None reported,Yes,62000.0,6,1.7221743840448875,5142.857142857143,8857.142857142857,0
Acura,TSX 2.4,2010,116000,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,At least 1 accident or damage reported,Yes,9000.0,16,0.07758553805570642,6823.529411764706,529.4117647058823,0
Chevrolet,Camaro 2SS,2018,42780,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,41100.0,8,0.9607068558472219,4753.333333333333,4566.666666666667,0
BMW,640 Gran Coupe i,2014,39886,Gasoline,315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Red,At least 1 accident or damage reported,Yes,26000.0,12,0.6518414521021887,3068.153846153846,2000.0,0
Audi,S5 3.0T Premium Plus,2014,151400,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,15400.0,12,0.10171663331153691,11646.153846153846,1184.6153846153845,0
Alfa,Romeo Giulia Base,2017,48000,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,20500.0,9,0.42707443594925104,4800.0,2050.0,0
Toyota,Highlander XLE,2023,8727,Gasoline,2.4L I4 16V PDI DOHC Turbo,8-Speed Automatic,Ruby Flare Pearl,Black,None reported,Yes,44596.0,3,5.109532538955087,2181.75,11149.0,0
Rolls-Royce,Ghost Base,2011,79000,Gasoline,563.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,White,At least 1 accident or damage reported,Yes,80300.0,15,1.016442829837597,4937.5,5018.75,0
Dodge,Challenger R/T,2020,54000,Gasoline,372.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,34000.0,6,0.6296179700375919,7714.285714285715,4857.142857142857,0
Porsche,Cayenne Base,2016,110000,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,White,At least 1 accident or damage reported,Yes,25900.0,10,0.23545240497813658,10000.0,2354.5454545454545,0
Chevrolet,Bolt EV LT,2020,49688,Gasoline,200.0HP Electric Motor Electric Fuel System,A/T,Blue,Gray,None reported,Yes,24900.0,6,0.5011169474129082,7098.285714285715,3557.1428571428573,0
Mercedes-Benz,Metris Base,2020,14000,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,Yes,48000.0,6,3.428326548103707,2000.0,6857.142857142857,0
Dodge,Charger SRT Hellcat Widebody,2023,5000,Gasoline,717.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,110000.0,3,21.995600879824035,1250.0,27500.0,0
Chevrolet,Silverado 1500 ZR2,2022,11597,Gasoline,6.2L V8 16V GDI OHV,Automatic,Silver Ice Metallic,Jet Black,None reported,Yes,68590.0,4,5.913950681151923,2319.4,13718.0,1
Mercedes-Benz,AMG S 63 Base 4MATIC,2017,86101,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Red,At least 1 accident or damage reported,Yes,72777.0,9,0.8452416900884997,8610.1,7277.7,0
Chevrolet,Silverado 1500 LT,2017,58816,Gasoline,5.3L V8 16V GDI OHV,6-Speed Electronically Controlled Automatic with O,Black,Jet Black,None reported,Yes,36590.0,9,0.6220990529948824,5881.6,3659.0,0
Lexus,RC 350 Base,2016,77856,Gasoline,3.5L V6 24V PDI DOHC,6-Speed Automatic,Atomic Silver,Black,None reported,Yes,30919.0,10,0.3971254993128428,7077.818181818182,2810.818181818182,0
Lamborghini,Urus Base,2021,20069,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Rosso Mars Metallic,Nero Ade,None reported,Yes,229900.0,5,11.454907822620827,3344.8333333333335,38316.666666666664,0
GMC,Acadia SLE-1,2015,115282,Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,Crimson Red Tintcoat,Ebony,At least 1 accident or damage reported,Yes,12433.0,11,0.10784764449224951,9606.833333333334,1036.0833333333333,0
Porsche,911 GT3,2016,30700,Gasoline,475.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,138999.0,10,4.527507247320934,2790.909090909091,12636.272727272728,0
MINI,Cooper Base,2003,103726,Gasoline,115.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Gray,At least 1 accident or damage reported,Yes,5995.0,23,0.05779594512518438,4321.916666666667,249.79166666666666,0
Mazda,MX-5 Miata Sport,2008,39800,Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,13250.0,18,0.33290620838672397,2094.7368421052633,697.3684210526316,0
Toyota,4Runner TRD Off Road,2019,79500,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,33333.0,7,0.419277744934026,9937.5,4166.625,0
Toyota,Highlander Limited,2008,165520,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,9000.0,18,0.05437376526241383,8711.578947368422,473.6842105263158,0
BMW,650 Gran Coupe i,2014,92000,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,24000.0,12,0.2608667297094597,7076.923076923077,1846.1538461538462,0
Hyundai,Palisade Calligraphy,2023,1500,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Green,Black,None reported,Yes,55000.0,3,36.64223850766156,375.0,13750.0,0
Pontiac,Solstice GXP,2008,38100,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Orange,Black,None reported,Yes,19950.0,18,0.5236083042439831,2005.2631578947369,1050.0,0
Land,Rover Range Rover Evoque SE Premium,2018,42125,Gasoline,237.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,38999.0,8,0.9257703081232493,4680.555555555556,4333.222222222223,0
Porsche,Cayenne Diesel,2014,86818,Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,33500.0,12,0.3858602379663438,6678.307692307692,2576.923076923077,0
BMW,M3 Competition xDrive,2023,3490,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,95580.0,3,27.378974505872243,872.5,23895.0,0
Toyota,Avalon Limited,2008,111300,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gold,Beige,None reported,Yes,7900.0,18,0.07097869740613291,5857.894736842105,415.7894736842105,0
BMW,M3 Base,2011,98200,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,27000.0,15,0.27494628364273277,6137.5,1687.5,0
Porsche,Panamera Base,2018,42500,Gasoline,330.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,53999.0,8,1.2705348109456247,4722.222222222223,5999.888888888889,0
Jeep,Wrangler Sport,2001,171000,Gasoline,181.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,White,Black,At least 1 accident or damage reported,Yes,15000.0,25,0.08771878527026157,6576.923076923077,576.9230769230769,0
Honda,Passport TrailSport,2023,11649,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,39999.0,3,3.433390557939914,2912.25,9999.75,0
Mercedes-Benz,SL-Class SL 550,2013,24933,Gasoline,429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Red,At least 1 accident or damage reported,Yes,40250.0,13,1.6142616507580012,1780.9285714285713,2875.0,0
Audi,RS 4 Base,2007,99769,Gasoline,420.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,White,None reported,Yes,29995.0,19,0.30064147539340486,4988.45,1499.75,0
Toyota,Avalon Limited,2022,16156,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Blueprint,Graphite,None reported,Yes,39390.0,4,2.437952590208578,3231.2,7878.0,0
Mercedes-Benz,E-Class E 350 4MATIC,2008,67250,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,11900.0,18,0.1769490416499383,3539.4736842105262,626.3157894736842,0
GMC,Yukon Denali,2021,30022,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,74500.0,5,2.4814309029743864,5003.666666666667,12416.666666666666,0
Porsche,Panamera 4S,2017,42596,Gasoline,440.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,78000.0,9,1.8311148672441722,4259.6,7800.0,0
Ford,Explorer XLT,2021,33705,Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,White,Light Slate,At least 1 accident or damage reported,Yes,36995.0,5,1.0975790660416542,5617.5,6165.833333333333,0
Land,Rover LR4 HSE LUX Landmark Edition,2016,63300,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,None reported,Yes,31000.0,10,0.48972370104737684,5754.545454545455,2818.181818181818,0
Acura,TLX Type S w/Performance Tire,2023,4700,Gasoline,355.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Red,Black,None reported,Yes,52000.0,3,11.061476281642204,1175.0,13000.0,0
Toyota,Tacoma Base,2020,27256,Gasoline,3.5 Liter,6 Speed At/Mt,Midnight Black Metallic,Black/Gun Metal,None reported,Yes,42998.0,6,1.577503026745423,3893.714285714286,6142.571428571428,0
Hummer,H3 Base,2010,107481,Gasoline,239.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,13500.0,16,0.1256024264528014,6322.411764705882,794.1176470588235,0
Tesla,Model 3 Long Range,2018,61700,Gasoline,271.0HP Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,25900.0,8,0.4197662922805141,6855.555555555556,2877.777777777778,0
Jeep,Wrangler Unlimited Sahara,2017,128000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Black,None reported,Yes,26800.0,9,0.20937336427059164,12800.0,2680.0,0
Chevrolet,Camaro 2SS,2018,26000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,39000.0,8,1.4999423099111573,2888.8888888888887,4333.333333333333,0
Audi,S6 4.0T,2015,74000,Gasoline,420.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Gray,None reported,Yes,29950.0,11,0.40472426048296645,6166.666666666667,2495.8333333333335,0
Audi,TT RS Base,2012,54900,Gasoline,360.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Brown,None reported,Yes,28900.0,14,0.5264020691790677,3660.0,1926.6666666666667,0
INFINITI,QX56 Base,2012,141775,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,11500.0,14,0.08111386976639205,9451.666666666666,766.6666666666666,0
Volkswagen,New Beetle GLS,2001,63250,Gasoline,115.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Yellow,Yellow,None reported,Yes,12000.0,25,0.18972032062734187,2432.6923076923076,461.53846153846155,0
Audi,Q5 S line Premium Plus,2022,13895,Hybrid,2.0 Liter TFSI,Automatic,Daytona Gray,Black,None reported,Yes,44998.0,4,3.2381980426021877,2779.0,8999.6,1
Lamborghini,Aventador LP750-4 Superveloce,2017,10654,Gasoline,"6.5L V-12 DOHC, variable valve control, premium unleaded, engine",Automatic,Balloon White,Nero Ade,None reported,Yes,449991.0,9,42.232848427968094,1065.4,44999.1,1
Ford,F-250 XL,2014,35900,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,Transmission w/Dual Shift Mode,Blue,Gray,At least 1 accident or damage reported,Yes,27900.0,12,0.7771371270995237,2761.5384615384614,2146.153846153846,0
GMC,Yukon XL Denali,2022,48306,Gasoline,6.2L V8 16V GDI OHV,10-Speed Automatic,Summit White,Jet Black,At least 1 accident or damage reported,Yes,71999.0,4,1.4904465191380132,9661.2,14399.8,0
Audi,A4 2.0T Premium,2012,125000,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,10500.0,14,0.08399932800537596,8333.333333333334,700.0,0
Dodge,Challenger SRT 392,2016,37700,–,–,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,38000.0,10,1.0079308241160712,3427.2727272727275,3454.5454545454545,0
Tesla,Model S P100D,2017,103000,Gasoline,Electric Motor Electric Fuel System,1-Speed A/T,Black,White,None reported,Yes,36000.0,9,0.349511169794468,10300.0,3600.0,0
Mazda,CX-30 Premium Package,2021,45303,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Snowflake White Pearl,White / Brown,None reported,Yes,25382.0,5,0.5602595797280593,7550.5,4230.333333333333,0
Lexus,ES 350 Base,2016,53900,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,Yes,27500.0,10,0.5101946160553608,4900.0,2500.0,0
Jeep,Wrangler Sahara,2008,54000,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Green,Gray,None reported,Yes,20000.0,18,0.37036351178681876,2842.1052631578946,1052.6315789473683,0
Chevrolet,Avalanche 1500 LTZ,2007,129000,Gasoline,366.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,17950.0,19,0.13914620816892892,6450.0,897.5,0
Jeep,Grand Cherokee L Laredo,2022,10232,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Diamond Black,Global Black,None reported,Yes,44646.0,4,4.36294341835239,2046.4,8929.2,1
Acura,MDX w/Advance Package,2023,3708,Gasoline,3.5 Liter SOHC,Automatic,White,Espresso,None reported,Yes,58998.0,3,15.906713399838232,927.0,14749.5,1
Nissan,Pathfinder SL,2018,167000,Gasoline,284.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,14500.0,8,0.08682582739025514,18555.555555555555,1611.111111111111,0
Tesla,Model X Long Range,2019,37000,Gasoline,518.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,Black,None reported,Yes,58000.0,7,1.567525202021567,4625.0,7250.0,0
Subaru,Impreza Premium,2022,10419,Gasoline,"2L H-4 gasoline direct injection, DOHC, variable valve control,",Variable,Crystal White Pearl,Black,At least 1 accident or damage reported,Yes,24998.0,4,2.3990403071017274,2083.8,4999.6,0
Audi,A8 4.0T,2014,96238,Gasoline,420.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,22500.0,12,0.23379295296085786,7402.923076923077,1730.7692307692307,0
Subaru,Ascent Limited 7-Passenger,2022,12700,Gasoline,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Beige,None reported,Yes,38500.0,4,3.0312573813085586,2540.0,7700.0,0
Chevrolet,Avalanche 1500 LT,2007,244000,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Gray,Gray,None reported,Yes,16900.0,19,0.06926201122126549,12200.0,845.0,0
Porsche,Cayenne S,2015,124000,Gasoline,420.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,25000.0,11,0.20161127732840864,10333.333333333334,2083.3333333333335,0
BMW,335 i,2009,123000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Purple,Black,None reported,Yes,15000.0,17,0.12195022804692644,6833.333333333333,833.3333333333334,0
GMC,Sierra 1500 Limited Elevation,2022,24900,Gasoline,310.0HP 2.7L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,49900.0,4,2.0039355849162686,4980.0,9980.0,0
Ford,Explorer Sport,2016,95500,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,20000.0,10,0.20942189087025267,8681.818181818182,1818.1818181818182,0
Cadillac,Escalade ESV Sport,2021,4283,Gasoline,6.2L V8 16V GDI OHV,10-Speed Automatic,Black,Brandy,None reported,Yes,479995.0,5,112.0436507936508,713.8333333333334,79999.16666666667,0
Lexus,LX 570 Three-Row,2021,48300,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Red,None reported,Yes,82000.0,5,1.6976874184799486,8050.0,13666.666666666666,0
BMW,M3 Base,2008,94000,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Red,None reported,Yes,25999.0,18,0.27658216401953173,4947.368421052632,1368.3684210526317,0
Nissan,Xterra Pro-4X,2011,183000,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,12000.0,15,0.06557341216714663,11437.5,750.0,0
Ford,Fusion Hybrid SE Hybrid,2013,126225,Hybrid,188.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Silver,Black,At least 1 accident or damage reported,Yes,11500.0,13,0.09110642815267853,9016.07142857143,821.4285714285714,0
Volkswagen,Golf GTI 2.0T SE 4-Door,2016,87892,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,16000.0,10,0.1820395253319377,7990.181818181818,1454.5454545454545,0
Cadillac,CTS-V Base,2012,45000,Gasoline,556.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None reported,Yes,41500.0,14,0.92220172885047,3000.0,2766.6666666666665,0
Aston,Martin Vantage Base,2022,1023,Gasoline,503.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Brown,None reported,Yes,156900.0,4,153.22265625,204.6,31380.0,0
Lexus,GX 460 Base,2015,106000,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,37500.0,11,0.35377024745049573,8833.333333333334,3125.0,0
