brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,Car_Age,Price_per_KM,Milage_per_Year
Toyota,FJ Cruiser Base,2007,193827,Gasoline,239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,14950.0,19,0.07713023918112966,9691.35
Chevrolet,Silverado 1500 LT,2019,53433,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,36950.0,7,0.6915072800089831,6679.125
Mercedes-Benz,C-Class C 63 AMG,2012,103000,Gasoline,451.0HP 6.3L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,40000.0,14,0.3883457442160756,6866.666666666667
BMW,428 Gran Coupe i xDrive,2016,59000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Brown,At least 1 accident or damage reported,Yes,20999.0,10,0.35590922187759527,5363.636363636364
Lexus,GX 460 Premium,2017,82000,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Brown,None reported,Yes,32900.0,9,0.40121461933391056,8200.0
Porsche,Panamera Edition,2016,60000,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,45000.0,10,0.7499875002083298,5454.545454545455
Cadillac,Escalade ESV Platinum,2017,93971,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,47000.0,9,0.5001489805473971,9397.1
Lexus,IS 350 Base,2015,62600,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Red,None reported,Yes,27500.0,11,0.4392901071867861,5216.666666666667
Mercedes-Benz,E-Class E 350 4MATIC,2014,84450,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Beige,None reported,Yes,19000.0,12,0.22498253425063056,6496.153846153846
Audi,Q5 S line Premium,2022,18099,Hybrid,2.0 Liter TFSI,Automatic,Daytona Gray,Gray,None reported,Yes,40798.0,4,2.2540331491712706,3619.8
Mercedes-Benz,E-Class E 350 4MATIC,2014,76500,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,17999.0,12,0.23527797022261146,5884.615384615385
Chevrolet,Camaro 1LT,2017,74000,Gasoline,275.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Yellow,Black,None reported,Yes,19800.0,9,0.2675639518384887,7400.0
RAM,1500 Laramie,2022,15607,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Billet Silver Metallic Clearcoat,Black,None reported,Yes,45999.0,4,2.947142491030241,3121.4
Chevrolet,Silverado 1500 1LZ,2014,111095,E85 Flex Fuel,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,26000.0,12,0.23403182832865269,8545.76923076923
Toyota,Camry Solara SLE,2007,37216,Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,14995.0,19,0.4029072735577827,1860.8
Jaguar,F-TYPE S,2015,25786,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Gray,None reported,Yes,38500.0,11,1.4930003490130686,2148.8333333333335
Jeep,Gladiator Sport,2021,15520,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Sting Gray Clearcoat,Black,None reported,Yes,40459.0,5,2.606726370723536,2586.6666666666665
RAM,1500 Big Horn,2021,49583,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Billet Silver Metallic Clearcoat,Black,None reported,Yes,42816.0,5,0.8635043562439496,8263.833333333334
Porsche,Cayenne Diesel,2015,97300,Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,8-Speed A/T,Black,Black,None reported,Yes,29995.0,11,0.30827021305022556,8108.333333333333
Porsche,Cayenne S,2015,52111,Gasoline,420.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,37500.0,11,0.7196039299969297,4342.583333333333
Dodge,Challenger R/T Scat Pack,2019,75800,Gasoline,6.4 Liter,Automatic,Gray,Black,None reported,Yes,35998.0,7,0.4749013865252437,9475.0
Lexus,ES 350 Base,2010,113500,Gasoline,272.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,11000.0,16,0.0969154456788927,6676.470588235294
Audi,Q3 2.0T Premium Plus,2015,155382,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Brown,Gray,At least 1 accident or damage reported,Yes,13500.0,11,0.08688209134847441,12948.5
Mercedes-Benz,E-Class E 550,2016,49643,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,33995.0,10,0.6847756022882926,4513.0
BMW,650 i xDrive,2015,76474,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,32000.0,11,0.41843739784243217,6372.833333333333
Porsche,Cayman Base,2016,10431,Gasoline,275.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Black,None reported,Yes,50999.0,10,4.888707822085889,948.2727272727273
INFINITI,FX50 Base,2009,190120,Gasoline,390.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,12500.0,17,0.06574760284240036,10562.222222222223
Ford,F-150 XLT,2020,92000,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,29999.0,6,0.3260725426897534,13142.857142857143
Chevrolet,Camaro 2LT,2017,24000,Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,None reported,Yes,32000.0,9,1.3332777800924962,2400.0
RAM,1500 Big Horn,2020,25396,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Maximum Steel Metallic,Black,None reported,Yes,43250.0,6,1.702957042170335,3628.0
RAM,1500 Laramie,2022,18645,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Diamond Black,Black,None reported,Yes,49700.0,4,2.665451035074547,3729.0
Porsche,911 Turbo,2018,28470,Gasoline,540.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,147500.0,8,5.180710196340136,3163.3333333333335
Ford,Mustang V6,2016,54000,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,23999.0,10,0.44441769596859315,4909.090909090909
Hyundai,Accent GL,2003,83000,Gasoline,104.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,M/T,Blue,Gray,None reported,Yes,2900.0,23,0.034939338080264094,3458.3333333333335
Audi,Q5 S line Premium Plus,2022,10071,Hybrid,2.0 Liter TFSI,Automatic,Mythos Black Metallic,Black,None reported,Yes,40598.0,4,4.0307783955520256,2014.2
Ford,F-150 XLT,2021,43329,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Carbonized Gray Metallic,Black,None reported,Yes,43642.0,5,1.0072005538887607,7221.5
Lexus,RC F Base,2015,51400,Gasoline,467.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Gray,None reported,Yes,43000.0,11,0.836559600007782,4283.333333333333
Chevrolet,Suburban 1500 LT,2015,153800,E85 Flex Fuel,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,23000.0,11,0.14954389113204725,12816.666666666666
Land,Rover Range Rover Sport SVR Carbon Edition,2022,9000,Gasoline,575.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Gray,None reported,Yes,115000.0,4,12.776358182424175,1800.0
Dodge,Viper SRT-10,2003,10800,Gasoline,500.0HP 8.3L 10 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,65499.0,23,6.0641607258587165,450.0
RAM,1500 Laramie,2020,10458,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Delmonico Red Pearlcoat,Black,None reported,Yes,48815.0,6,4.6672722057558085,1494.0
BMW,328 i,2014,84709,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Gray,None reported,Yes,13800.0,12,0.16290874749144138,6516.076923076923
Mercedes-Benz,AMG C 43 AMG C 43 4MATIC,2019,33500,Gasoline,385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Red,Black,None reported,Yes,45770.0,7,1.3662278737948121,4187.5
BMW,M4 Base,2015,98000,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Orange,None reported,Yes,32999.0,11,0.3367210538667973,8166.666666666667
BMW,750 i,2008,94653,Gasoline,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Green,At least 1 accident or damage reported,Yes,7300.0,18,0.0771229953303611,4981.736842105263
Ford,Expedition Limited,2023,9281,Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,85000.0,3,9.157509157509157,2320.25
Chevrolet,Traverse Premier,2023,11806,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,47000.0,3,3.980689421529601,2951.5
Cadillac,Escalade Platinum,2020,48613,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,61500.0,6,1.2650676759781132,6944.714285714285
RAM,3500 Tradesman,2023,2990,Diesel,400.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,69900.0,3,23.37011033099298,747.5
Audi,TT 1.8L,2005,124747,Gasoline,180.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,6900.0,21,0.05531150800012826,5670.318181818182
RAM,1500 Big Horn,2021,24000,Hybrid,395.0HP 5.7L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Silver,Black,None reported,Yes,42000.0,5,1.7499270863714012,4000.0
Mazda,CX-7 Sport,2009,113000,Gasoline,244.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,5499.0,17,0.04866328616560915,6277.777777777777
INFINITI,QX60 Base,2017,89106,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,18000.0,9,0.20200433187067235,8910.6
Ford,F-250 Platinum,2017,22000,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Beige,Black,At least 1 accident or damage reported,Yes,53000.0,9,2.408981409935912,2200.0
Jeep,Compass Limited,2022,20472,Gasoline,2.4L I4 16V MPFI SOHC,9-Speed Automatic,Red,Black,None reported,Yes,28298.0,4,1.3822107165535096,4094.4
INFINITI,QX80 SENSORY,2023,8600,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Brown,None reported,Yes,78990.0,3,9.18381583536798,2150.0
Chevrolet,Silverado 1500 Limited LT Trail Boss,2022,4753,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,57000.0,4,11.989903239377366,950.6
Hyundai,Genesis Coupe 2.0T,2010,65000,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,8900.0,16,0.1369209704466085,3823.529411764706
Chevrolet,Camaro 1SS,2021,15000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Gray,None reported,Yes,43500.0,5,2.8998066795546964,2500.0
Audi,A6 3.0 TDI Premium Plus,2014,42400,Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,8-Speed A/T,Silver,Black,None reported,Yes,26500.0,12,0.6249852597816089,3261.5384615384614
Land,Rover Defender S,2023,15840,Gasoline,296.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,69900.0,3,4.412600214632914,3960.0
Porsche,Cayenne S,2016,76200,Gasoline,420.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,42000.0,10,0.5511738691093293,6927.272727272727
Chevrolet,Suburban Premier,2019,105667,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,None reported,Yes,39000.0,7,0.36908051633417877,13208.375
Chevrolet,Suburban Premier,2019,51338,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,49900.0,7,0.9719706266191395,6417.25
Dodge,Dart SE,2016,76857,Gasoline,160.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,Black,Black,At least 1 accident or damage reported,Yes,8100.0,10,0.10538915922870748,6987.0
Ford,F-250 Lariat,2019,80200,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Black,None reported,Yes,42500.0,7,0.5299185795688333,10025.0
Ford,Mustang GT,2014,38560,Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,28500.0,12,0.7390887165789269,2966.153846153846
Chevrolet,Corvette Stingray w/2LT,2020,12500,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Yellow,Black,None reported,Yes,84999.0,6,6.799376049916007,1785.7142857142858
Hyundai,Genesis Coupe 3.8 Base,2016,45303,Gasoline,348.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,20999.0,10,0.463513155571252,4118.454545454545
Ford,Focus ST Base,2014,110000,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Gray,None reported,Yes,9495.0,12,0.08631739711457169,8461.538461538461
Cadillac,CTS Luxury,2011,66200,Gasoline,270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,16499.0,15,0.24922584250993188,4137.5
Subaru,Baja Base,2003,71000,Gasoline,165.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Black,None reported,Yes,14900.0,23,0.20985619920846185,2958.3333333333335
Toyota,Highlander XLE,2019,81301,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Black,Black,None reported,Yes,30275.0,7,0.3723770632948759,10162.625
Chevrolet,Corvette Stingray Z51,2019,7033,Gasoline,460.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,63900.0,7,9.08444697185101,879.125
Dodge,Durango SRT,2020,36000,Gasoline,475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Red,None reported,Yes,62000.0,6,1.7221743840448875,5142.857142857143
Acura,TSX 2.4,2010,116000,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,At least 1 accident or damage reported,Yes,9000.0,16,0.07758553805570642,6823.529411764706
Chevrolet,Camaro 2SS,2018,42780,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,41100.0,8,0.9607068558472219,4753.333333333333
BMW,640 Gran Coupe i,2014,39886,Gasoline,315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Red,At least 1 accident or damage reported,Yes,26000.0,12,0.6518414521021887,3068.153846153846
Audi,S5 3.0T Premium Plus,2014,151400,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,15400.0,12,0.10171663331153691,11646.153846153846
Alfa,Romeo Giulia Base,2017,48000,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,20500.0,9,0.42707443594925104,4800.0
Toyota,Highlander XLE,2023,8727,Gasoline,2.4L I4 16V PDI DOHC Turbo,8-Speed Automatic,Ruby Flare Pearl,Black,None reported,Yes,44596.0,3,5.109532538955087,2181.75
Rolls-Royce,Ghost Base,2011,79000,Gasoline,563.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,White,At least 1 accident or damage reported,Yes,80300.0,15,1.016442829837597,4937.5
Dodge,Challenger R/T,2020,54000,Gasoline,372.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,34000.0,6,0.6296179700375919,7714.285714285715
Porsche,Cayenne Base,2016,110000,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,White,At least 1 accident or damage reported,Yes,25900.0,10,0.23545240497813658,10000.0
Chevrolet,Bolt EV LT,2020,49688,Gasoline,200.0HP Electric Motor Electric Fuel System,A/T,Blue,Gray,None reported,Yes,24900.0,6,0.5011169474129082,7098.285714285715
Mercedes-Benz,Metris Base,2020,14000,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,Yes,48000.0,6,3.428326548103707,2000.0
Dodge,Charger SRT Hellcat Widebody,2023,5000,Gasoline,717.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,110000.0,3,21.995600879824035,1250.0
Chevrolet,Silverado 1500 ZR2,2022,11597,Gasoline,6.2L V8 16V GDI OHV,Automatic,Silver Ice Metallic,Jet Black,None reported,Yes,68590.0,4,5.913950681151923,2319.4
Mercedes-Benz,AMG S 63 Base 4MATIC,2017,86101,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Red,At least 1 accident or damage reported,Yes,72777.0,9,0.8452416900884997,8610.1
Chevrolet,Silverado 1500 LT,2017,58816,Gasoline,5.3L V8 16V GDI OHV,6-Speed Electronically Controlled Automatic with O,Black,Jet Black,None reported,Yes,36590.0,9,0.6220990529948824,5881.6
Lexus,RC 350 Base,2016,77856,Gasoline,3.5L V6 24V PDI DOHC,6-Speed Automatic,Atomic Silver,Black,None reported,Yes,30919.0,10,0.3971254993128428,7077.818181818182
Lamborghini,Urus Base,2021,20069,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Rosso Mars Metallic,Nero Ade,None reported,Yes,229900.0,5,11.454907822620827,3344.8333333333335
GMC,Acadia SLE-1,2015,115282,Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,Crimson Red Tintcoat,Ebony,At least 1 accident or damage reported,Yes,12433.0,11,0.10784764449224951,9606.833333333334
Porsche,911 GT3,2016,30700,Gasoline,475.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,138999.0,10,4.527507247320934,2790.909090909091
MINI,Cooper Base,2003,103726,Gasoline,115.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Gray,At least 1 accident or damage reported,Yes,5995.0,23,0.05779594512518438,4321.916666666667
Mazda,MX-5 Miata Sport,2008,39800,Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,13250.0,18,0.33290620838672397,2094.7368421052633
Toyota,4Runner TRD Off Road,2019,79500,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,33333.0,7,0.419277744934026,9937.5
Toyota,Highlander Limited,2008,165520,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,9000.0,18,0.05437376526241383,8711.578947368422
BMW,650 Gran Coupe i,2014,92000,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,24000.0,12,0.2608667297094597,7076.923076923077
Hyundai,Palisade Calligraphy,2023,1500,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Green,Black,None reported,Yes,55000.0,3,36.64223850766156,375.0
Pontiac,Solstice GXP,2008,38100,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Orange,Black,None reported,Yes,19950.0,18,0.5236083042439831,2005.2631578947369
Land,Rover Range Rover Evoque SE Premium,2018,42125,Gasoline,237.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,38999.0,8,0.9257703081232493,4680.555555555556
Porsche,Cayenne Diesel,2014,86818,Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,33500.0,12,0.3858602379663438,6678.307692307692
BMW,M3 Competition xDrive,2023,3490,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,95580.0,3,27.378974505872243,872.5
Toyota,Avalon Limited,2008,111300,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gold,Beige,None reported,Yes,7900.0,18,0.07097869740613291,5857.894736842105
BMW,M3 Base,2011,98200,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,27000.0,15,0.27494628364273277,6137.5
Porsche,Panamera Base,2018,42500,Gasoline,330.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,53999.0,8,1.2705348109456247,4722.222222222223
Honda,Passport TrailSport,2023,11649,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,39999.0,3,3.433390557939914,2912.25
Mercedes-Benz,SL-Class SL 550,2013,24933,Gasoline,429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Red,At least 1 accident or damage reported,Yes,40250.0,13,1.6142616507580012,1780.9285714285713
Audi,RS 4 Base,2007,99769,Gasoline,420.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,White,None reported,Yes,29995.0,19,0.30064147539340486,4988.45
Toyota,Avalon Limited,2022,16156,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Blueprint,Graphite,None reported,Yes,39390.0,4,2.437952590208578,3231.2
Mercedes-Benz,E-Class E 350 4MATIC,2008,67250,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,11900.0,18,0.1769490416499383,3539.4736842105262
GMC,Yukon Denali,2021,30022,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,74500.0,5,2.4814309029743864,5003.666666666667
Porsche,Panamera 4S,2017,42596,Gasoline,440.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,78000.0,9,1.8311148672441722,4259.6
Ford,Explorer XLT,2021,33705,Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,White,Light Slate,At least 1 accident or damage reported,Yes,36995.0,5,1.0975790660416542,5617.5
Land,Rover LR4 HSE LUX Landmark Edition,2016,63300,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,None reported,Yes,31000.0,10,0.48972370104737684,5754.545454545455
Acura,TLX Type S w/Performance Tire,2023,4700,Gasoline,355.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Red,Black,None reported,Yes,52000.0,3,11.061476281642204,1175.0
Toyota,Tacoma Base,2020,27256,Gasoline,3.5 Liter,6 Speed At/Mt,Midnight Black Metallic,Black/Gun Metal,None reported,Yes,42998.0,6,1.577503026745423,3893.714285714286
Hummer,H3 Base,2010,107481,Gasoline,239.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,13500.0,16,0.1256024264528014,6322.411764705882
Tesla,Model 3 Long Range,2018,61700,Gasoline,271.0HP Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,25900.0,8,0.4197662922805141,6855.555555555556
Jeep,Wrangler Unlimited Sahara,2017,128000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Black,None reported,Yes,26800.0,9,0.20937336427059164,12800.0
Chevrolet,Camaro 2SS,2018,26000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,39000.0,8,1.4999423099111573,2888.8888888888887
Audi,S6 4.0T,2015,74000,Gasoline,420.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Gray,None reported,Yes,29950.0,11,0.40472426048296645,6166.666666666667
Audi,TT RS Base,2012,54900,Gasoline,360.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Brown,None reported,Yes,28900.0,14,0.5264020691790677,3660.0
INFINITI,QX56 Base,2012,141775,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,11500.0,14,0.08111386976639205,9451.666666666666
Audi,Q5 S line Premium Plus,2022,13895,Hybrid,2.0 Liter TFSI,Automatic,Daytona Gray,Black,None reported,Yes,44998.0,4,3.2381980426021877,2779.0
Lamborghini,Aventador LP750-4 Superveloce,2017,10654,Gasoline,"6.5L V-12 DOHC, variable valve control, premium unleaded, engine",Automatic,Balloon White,Nero Ade,None reported,Yes,449991.0,9,42.232848427968094,1065.4
Ford,F-250 XL,2014,35900,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,Transmission w/Dual Shift Mode,Blue,Gray,At least 1 accident or damage reported,Yes,27900.0,12,0.7771371270995237,2761.5384615384614
GMC,Yukon XL Denali,2022,48306,Gasoline,6.2L V8 16V GDI OHV,10-Speed Automatic,Summit White,Jet Black,At least 1 accident or damage reported,Yes,71999.0,4,1.4904465191380132,9661.2
Audi,A4 2.0T Premium,2012,125000,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,10500.0,14,0.08399932800537596,8333.333333333334
Dodge,Challenger SRT 392,2016,37700,–,–,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,38000.0,10,1.0079308241160712,3427.2727272727275
Tesla,Model S P100D,2017,103000,Gasoline,Electric Motor Electric Fuel System,1-Speed A/T,Black,White,None reported,Yes,36000.0,9,0.349511169794468,10300.0
